0.0 2846000.0
104166.7 2846000.0
208333.3 2846000.0
312500.0 2846000.0
416666.7 2846000.0
520833.3 2846000.0
625000.0 2846000.0
729166.7 2846000.0
833333.3 2846000.0
937500.0 2846000.0
1041666.7 2846000.0
1145833.3 2846000.0
1250000.0 2846000.0
1354166.7 2846000.0
1458333.3 2846000.0
1562500.0 2846000.0
1666666.7 2846000.0
1770833.3 2846000.0
1875000.0 2846000.0
1979166.7 2846000.0
2083333.3 2846000.0
2187500.0 2846000.0
2291666.7 2846000.0
2395833.3 2846000.0
2500000.0 2846000.0
0.0 2834888.9
104166.7 2834888.9
208333.3 2834888.9
312500.0 2834888.9
416666.7 2834888.9
520833.3 2834888.9
625000.0 2834888.9
729166.7 2834888.9
833333.3 2834888.9
937500.0 2834888.9
1041666.7 2834888.9
1145833.3 2834888.9
1250000.0 2834888.9
1354166.7 2834888.9
1458333.3 2834888.9
1562500.0 2834888.9
1666666.7 2834888.9
1770833.3 2834888.9
1875000.0 2834888.9
1979166.7 2834888.9
2083333.3 2834888.9
2187500.0 2834888.9
2291666.7 2834888.9
2395833.3 2834888.9
2500000.0 2834888.9
0.0 2823777.8
104166.7 2823777.8
208333.3 2823777.8
312500.0 2823777.8
416666.7 2823777.8
520833.3 2823777.8
625000.0 2823777.8
729166.7 2823777.8
833333.3 2823777.8
937500.0 2823777.8
1041666.7 2823777.8
1145833.3 2823777.8
1250000.0 2823777.8
1354166.7 2823777.8
1458333.3 2823777.8
1562500.0 2823777.8
1666666.7 2823777.8
1770833.3 2823777.8
1875000.0 2823777.8
1979166.7 2823777.8
2083333.3 2823777.8
2187500.0 2823777.8
2291666.7 2823777.8
2395833.3 2823777.8
2500000.0 2823777.8
0.0 2812666.7
104166.7 2812666.7
208333.3 2812666.7
312500.0 2812666.7
416666.7 2812666.7
520833.3 2812666.7
625000.0 2812666.7
729166.7 2812666.7
833333.3 2812666.7
937500.0 2812666.7
1041666.7 2812666.7
1145833.3 2812666.7
1250000.0 2812666.7
1354166.7 2812666.7
1458333.3 2812666.7
1562500.0 2812666.7
1666666.7 2812666.7
1770833.3 2812666.7
1875000.0 2812666.7
1979166.7 2812666.7
2083333.3 2812666.7
2187500.0 2812666.7
2291666.7 2812666.7
2395833.3 2812666.7
2500000.0 2812666.7
0.0 2801555.6
104166.7 2801555.6
208333.3 2801555.6
312500.0 2801555.6
416666.7 2801555.6
520833.3 2801555.6
625000.0 2801555.6
729166.7 2801555.6
833333.3 2801555.6
937500.0 2801555.6
1041666.7 2801555.6
1145833.3 2801555.6
1250000.0 2801555.6
1354166.7 2801555.6
1458333.3 2801555.6
1562500.0 2801555.6
1666666.7 2801555.6
1770833.3 2801555.6
1875000.0 2801555.6
1979166.7 2801555.6
2083333.3 2801555.6
2187500.0 2801555.6
2291666.7 2801555.6
2395833.3 2801555.6
2500000.0 2801555.6
0.0 2790444.4
104166.7 2790444.4
208333.3 2790444.4
312500.0 2790444.4
416666.7 2790444.4
520833.3 2790444.4
625000.0 2790444.4
729166.7 2790444.4
833333.3 2790444.4
937500.0 2790444.4
1041666.7 2790444.4
1145833.3 2790444.4
1250000.0 2790444.4
1354166.7 2790444.4
1458333.3 2790444.4
1562500.0 2790444.4
1666666.7 2790444.4
1770833.3 2790444.4
1875000.0 2790444.4
1979166.7 2790444.4
2083333.3 2790444.4
2187500.0 2790444.4
2291666.7 2790444.4
2395833.3 2790444.4
2500000.0 2790444.4
0.0 2779333.3
104166.7 2779333.3
208333.3 2779333.3
312500.0 2779333.3
416666.7 2779333.3
520833.3 2779333.3
625000.0 2779333.3
729166.7 2779333.3
833333.3 2779333.3
937500.0 2779333.3
1041666.7 2779333.3
1145833.3 2779333.3
1250000.0 2779333.3
1354166.7 2779333.3
1458333.3 2779333.3
1562500.0 2779333.3
1666666.7 2779333.3
1770833.3 2779333.3
1875000.0 2779333.3
1979166.7 2779333.3
2083333.3 2779333.3
2187500.0 2779333.3
2291666.7 2779333.3
2395833.3 2779333.3
2500000.0 2779333.3
0.0 2768222.2
104166.7 2768222.2
208333.3 2768222.2
312500.0 2768222.2
416666.7 2768222.2
520833.3 2768222.2
625000.0 2768222.2
729166.7 2768222.2
833333.3 2768222.2
937500.0 2768222.2
1041666.7 2768222.2
1145833.3 2768222.2
1250000.0 2768222.2
1354166.7 2768222.2
1458333.3 2768222.2
1562500.0 2768222.2
1666666.7 2768222.2
1770833.3 2768222.2
1875000.0 2768222.2
1979166.7 2768222.2
2083333.3 2768222.2
2187500.0 2768222.2
2291666.7 2768222.2
2395833.3 2768222.2
2500000.0 2768222.2
0.0 2757111.1
104166.7 2757111.1
208333.3 2757111.1
312500.0 2757111.1
416666.7 2757111.1
520833.3 2757111.1
625000.0 2757111.1
